ID,Tipo,Mag,Prob,RA,DEC
9500,Quasar,14.58,12,03:47:57,-64:57:05
9501,Supernova,14.26,49,09:27:24,+67:12:33
9502,Supernova,14.73,12,18:51:41,+61:26:38
9503,GRB,17.62,20,08:26:27,-03:35:15
9504,Variable_Star,19.29,21,12:04:26,-86:28:53
9505,Variable_Star,15.50,10,23:35:22,-69:20:14
9506,Quasar,13.81,68,10:20:14,+28:42:41
9507,GRB,13.99,27,09:38:00,+16:10:04
9508,GRB,13.98,55,22:37:53,-84:37:28
9509,Variable_Star,19.46,82,15:33:59,-30:00:20
9510,Variable_Star,18.70,6,06:47:15,+08:10:54
9511,Variable_Star,19.63,7,14:47:16,-61:43:54
9512,GRB,19.67,53,13:11:16,-25:50:50
9513,Supernova,13.80,85,17:45:31,+49:02:18
9514,GRB,17.79,48,22:07:14,-88:44:02
9515,Supernova,21.11,77,04:58:32,+41:31:43
9516,GRB,20.87,56,20:15:44,+35:57:30
9517,Supernova,19.40,54,12:46:07,-89:42:14
9518,Supernova,19.23,99,07:00:53,-78:12:52
9519,Ruido,21.39,39,07:56:16,+70:47:31
9520,Ruido,16.91,50,03:42:14,+31:14:00
9521,Ruido,14.45,72,00:30:26,-86:47:27
9522,Quasar,20.65,67,19:28:36,-56:47:33
9523,Variable_Star,18.85,35,00:19:50,+00:27:32
9524,Ruido,13.31,78,18:55:01,-05:57:31
9525,Quasar,21.86,32,09:54:11,-82:42:39
9526,Ruido,20.94,45,04:21:08,+09:22:27
9527,Supernova,20.71,91,22:36:02,+39:22:57
9528,Ruido,20.43,93,06:45:54,+17:08:49
9529,Ruido,13.87,53,10:50:25,+70:02:47
9530,GRB,17.97,15,11:59:01,-20:55:38
9531,Variable_Star,18.54,0,09:23:50,-32:40:36
9532,Supernova,14.67,76,01:02:56,+15:29:46
9533,GRB,15.82,82,19:24:25,+80:53:24
9534,Quasar,14.88,34,14:43:59,+20:07:23
9535,Variable_Star,16.42,6,01:40:19,+58:44:22
9536,Ruido,15.25,88,12:19:15,-25:07:39
9537,Ruido,12.72,56,04:02:50,+04:39:34
9538,Variable_Star,14.66,69,21:43:07,+86:47:48
9539,Supernova,18.22,55,16:23:52,+12:55:12
9540,Quasar,14.88,32,11:03:23,-82:15:26
9541,Quasar,19.81,9,11:18:21,-64:13:05
9542,Supernova,13.98,89,01:30:30,+23:12:53
9543,Variable_Star,19.74,82,16:35:06,-86:04:10
9544,Variable_Star,13.28,42,20:01:12,+82:29:30
9545,Supernova,18.33,73,09:54:55,-38:59:26
9546,Ruido,18.20,64,16:07:24,+00:48:00
9547,Ruido,20.42,9,18:15:13,-53:07:14
9548,Variable_Star,12.90,73,22:24:21,+26:48:16
9549,Variable_Star,13.05,26,00:53:52,+25:35:59
9550,GRB,12.90,82,01:41:39,-62:28:55
9551,Supernova,18.87,5,14:06:08,-29:01:32
9552,Ruido,18.67,36,23:14:28,-49:14:22
9553,GRB,20.80,96,02:56:02,+74:00:44
9554,Variable_Star,13.64,22,11:32:54,+07:09:00
9555,Ruido,17.06,3,05:12:41,+17:10:56
9556,GRB,16.06,17,10:30:03,-20:37:59
9557,Variable_Star,17.35,100,04:06:09,-18:35:42
9558,Supernova,13.36,87,07:48:22,-26:02:34
9559,GRB,18.41,76,23:42:09,-61:08:40
9560,Supernova,17.29,29,04:57:49,-55:08:56
9561,Supernova,17.46,53,01:51:40,+76:11:28
9562,Supernova,17.46,53,20:36:10,+22:35:52
9563,Ruido,19.62,1,11:58:32,+45:10:30
9564,Variable_Star,15.83,65,12:44:11,-81:48:03
9565,Ruido,19.27,24,04:01:47,+41:53:23
9566,Quasar,17.14,100,18:17:45,+51:45:43
9567,Supernova,17.14,92,20:05:17,-03:37:02
9568,Ruido,18.68,84,17:23:34,+86:35:35
9569,Ruido,15.16,48,03:12:59,-63:59:17
9570,Quasar,19.75,4,15:06:33,+08:56:39
9571,Quasar,16.25,28,21:06:56,+39:50:19
9572,Supernova,20.20,92,21:35:14,-27:44:26
9573,Supernova,20.97,44,15:47:12,+33:25:18
9574,Supernova,21.75,25,21:48:40,-57:41:47
9575,GRB,16.14,63,11:42:26,-21:34:02
9576,Ruido,21.33,79,01:16:40,+01:54:28
9577,Ruido,18.01,91,00:50:53,-38:45:42
9578,Quasar,21.47,40,18:04:48,-20:32:30
9579,Quasar,21.32,9,20:33:01,+28:37:18
9580,Supernova,13.28,22,19:50:49,+40:53:40
9581,Ruido,13.76,43,07:09:22,+38:54:27
9582,Variable_Star,15.01,0,00:08:56,-67:00:29
9583,GRB,18.69,11,11:00:14,+32:49:05
9584,Variable_Star,17.48,97,04:09:08,+19:28:17
9585,Quasar,13.86,20,10:42:30,-09:44:38
9586,Supernova,20.74,66,21:01:19,+89:29:20
9587,Supernova,13.72,15,07:40:42,-38:51:51
9588,Variable_Star,16.58,34,17:26:31,+79:53:13
9589,Variable_Star,15.43,98,02:44:51,+46:37:52
9590,GRB,18.14,37,10:50:32,+13:10:13
9591,Supernova,16.59,6,03:53:31,-05:37:58
9592,Quasar,17.68,86,05:00:12,-53:06:56
9593,GRB,20.68,56,22:57:10,-34:22:01
9594,Quasar,21.43,18,01:13:38,-65:21:32
9595,Ruido,20.29,17,15:49:44,-01:03:45
9596,Ruido,14.70,87,15:19:44,-55:16:41
9597,Supernova,17.84,5,09:26:59,+13:30:12
9598,Supernova,18.48,57,18:18:23,+77:57:13
9599,Ruido,16.52,29,10:09:33,-39:47:53
9600,GRB,21.88,16,16:21:44,+46:44:10
9601,Ruido,15.17,69,23:32:20,+08:17:39
9602,Quasar,14.29,61,04:53:03,-07:18:12
9603,GRB,17.99,0,21:37:59,-78:19:20
9604,Quasar,12.83,9,23:50:24,+33:49:56
9605,GRB,15.66,24,16:18:28,-39:29:21
9606,Supernova,21.50,68,13:58:16,+10:52:53
9607,Variable_Star,21.51,22,21:45:18,+88:45:08
9608,Supernova,16.50,97,08:28:19,+14:09:38
9609,GRB,16.41,13,10:47:04,-72:20:03
9610,Supernova,21.04,94,06:27:52,-01:21:38
9611,Ruido,15.49,41,22:44:51,+73:05:20
9612,Supernova,18.70,49,21:43:55,-87:08:43
9613,GRB,14.43,6,03:37:57,-75:54:25
9614,Quasar,15.98,78,14:11:07,-85:08:52
9615,Quasar,12.54,97,05:17:37,+39:11:21
9616,Ruido,14.04,50,08:18:44,-14:27:21
9617,Supernova,17.46,26,19:30:39,+16:08:51
9618,Ruido,13.66,0,14:03:03,+10:17:21
9619,GRB,12.05,54,13:39:44,-83:01:02
9620,Ruido,16.48,50,03:50:02,-18:39:33
9621,GRB,14.49,70,22:58:51,+76:34:55
9622,Quasar,13.28,21,07:19:12,+65:51:52
9623,Ruido,21.04,90,15:41:20,-64:49:10
9624,GRB,14.33,84,18:17:04,-07:13:03
9625,Supernova,13.44,62,06:07:45,-07:26:04
9626,Ruido,15.10,94,13:54:50,-11:33:31
9627,Ruido,19.04,35,23:54:34,+53:39:52
9628,Quasar,13.29,10,22:27:14,+10:42:21
9629,Supernova,13.78,82,09:51:07,-35:24:02
9630,GRB,20.52,59,15:38:17,-89:35:11
9631,Variable_Star,15.94,87,11:16:59,+12:12:27
9632,Quasar,19.62,16,04:04:20,+88:26:11
9633,GRB,19.51,61,03:53:27,+43:33:05
9634,GRB,17.61,69,05:09:05,-73:37:21
9635,GRB,13.92,57,12:00:19,+36:11:23
9636,GRB,13.84,84,05:18:35,+63:27:29
9637,Supernova,13.97,3,09:14:35,-72:28:44
9638,GRB,17.66,37,13:39:33,-70:11:34
9639,Variable_Star,20.92,76,20:56:56,+32:10:14
9640,Supernova,12.27,70,18:20:53,+52:44:07
9641,Supernova,20.46,60,03:02:09,+01:34:49
9642,GRB,18.92,0,15:07:54,-18:58:50
9643,Supernova,18.47,1,14:55:02,-38:40:22
9644,GRB,16.62,12,07:50:58,+75:59:00
9645,GRB,16.95,58,21:33:16,+74:12:24
9646,Quasar,18.12,37,15:57:01,+29:33:56
9647,Ruido,20.48,61,01:02:04,-54:21:55
9648,GRB,14.81,91,04:22:24,+46:16:58
9649,GRB,13.89,18,10:00:47,+56:39:45
9650,Quasar,15.25,30,18:01:09,-20:06:11
9651,Variable_Star,15.15,55,09:29:49,-37:40:11
9652,Ruido,16.27,47,16:27:39,+62:54:39
9653,Ruido,19.21,32,09:33:38,+35:20:40
9654,Quasar,19.28,79,00:11:06,+16:34:35
9655,Variable_Star,20.70,26,14:34:41,-74:14:09
9656,Ruido,12.87,5,09:43:46,+43:07:20
9657,Supernova,20.13,67,01:39:24,+64:42:35
9658,Quasar,14.91,16,13:42:02,+57:19:36
9659,Variable_Star,16.20,85,15:10:55,+38:35:39
9660,Variable_Star,15.27,78,19:43:35,-01:47:15
9661,Quasar,18.46,96,11:36:14,+28:09:57
9662,Ruido,21.85,28,07:29:42,-64:09:52
9663,GRB,20.63,46,17:21:47,+03:10:30
9664,GRB,18.72,29,08:34:56,-34:03:32
9665,Variable_Star,19.15,72,12:24:42,+54:42:11
9666,Variable_Star,20.57,34,09:56:12,+62:40:33
9667,Ruido,13.95,74,03:18:24,-11:39:58
9668,Supernova,21.79,3,22:32:44,+26:03:09
9669,Supernova,20.62,87,12:22:43,+68:45:39
9670,GRB,18.08,34,15:14:31,-22:23:50
9671,Ruido,20.32,50,18:12:28,+52:08:01
9672,Variable_Star,19.89,7,16:08:56,+11:40:18
9673,Supernova,17.59,7,22:38:40,-39:17:55
9674,Quasar,18.74,31,15:27:08,-62:13:21
9675,Ruido,12.10,50,15:33:17,+41:14:25
9676,Ruido,20.11,10,23:05:39,-81:02:18
9677,Ruido,15.35,60,15:09:16,+84:48:44
9678,GRB,21.68,96,11:36:57,+86:15:30
9679,Supernova,21.89,76,16:39:34,+54:38:40
9680,Variable_Star,18.89,72,18:25:03,-23:04:12
9681,Ruido,12.43,1,09:09:59,-29:38:35
9682,Supernova,18.22,85,19:53:50,+14:35:29
9683,GRB,15.95,13,19:51:49,+06:37:14
9684,Variable_Star,12.07,31,19:39:21,+57:02:31
9685,Quasar,15.87,16,09:41:47,-46:30:40
9686,GRB,12.87,27,13:14:39,+38:03:31
9687,Variable_Star,17.97,15,18:11:09,-73:59:49
9688,Variable_Star,20.02,87,23:36:15,-65:00:56
9689,Quasar,14.51,46,14:20:32,+67:54:46
9690,Variable_Star,18.32,84,01:10:26,-51:57:37
9691,Supernova,12.56,61,04:30:24,-77:29:01
9692,Supernova,18.39,2,06:33:16,+42:10:36
9693,Supernova,12.44,53,01:35:09,+71:39:19
9694,Supernova,20.73,28,23:15:20,+12:27:51
9695,Quasar,17.42,35,23:52:59,-87:09:33
9696,Supernova,20.88,73,21:09:46,-13:13:21
9697,Variable_Star,13.24,0,21:27:52,-54:25:08
9698,Variable_Star,21.85,61,09:57:08,+46:57:01
9699,Ruido,21.83,17,07:16:03,-83:10:13
9700,Quasar,18.12,45,04:11:34,-58:06:02
9701,GRB,15.17,45,04:51:26,+56:15:24
9702,Quasar,12.24,36,23:46:20,-61:05:37
9703,Supernova,13.30,81,10:56:25,+74:07:37
9704,Variable_Star,15.02,73,12:22:02,+86:34:54
9705,Variable_Star,15.87,17,19:20:12,-57:20:58
9706,Variable_Star,16.96,6,03:43:11,+84:10:08
9707,Supernova,12.89,26,00:34:33,+42:06:55
9708,Ruido,12.89,50,16:30:53,+67:19:14
9709,GRB,17.21,57,01:03:04,-70:12:47
9710,Supernova,13.85,97,10:34:03,+38:34:38
9711,Supernova,15.15,75,04:06:50,+36:47:20
9712,Variable_Star,18.71,68,20:44:11,-17:47:15
9713,Variable_Star,21.11,47,06:13:39,-48:40:13
9714,Supernova,15.85,81,22:39:07,+32:51:13
9715,Variable_Star,17.64,1,20:09:41,+06:59:25
9716,Ruido,16.00,22,23:52:08,-09:08:21
9717,GRB,15.85,3,07:40:25,-66:37:04
9718,Supernova,14.98,94,11:48:30,-02:40:39
9719,GRB,14.02,65,14:55:03,+60:54:55
9720,Quasar,15.68,7,08:28:27,-24:48:08
9721,Ruido,21.41,76,20:11:03,+54:40:52
9722,Supernova,13.59,54,23:20:44,+19:56:40
9723,Ruido,19.87,59,14:45:57,+29:05:25
9724,GRB,16.70,23,06:15:10,-85:07:22
9725,GRB,21.22,4,23:13:12,-01:10:32
9726,Supernova,19.91,49,21:27:16,+01:02:02
9727,Variable_Star,19.08,14,21:50:36,-67:06:51
9728,Supernova,13.33,99,16:13:54,+40:10:07
9729,Quasar,18.81,31,11:55:06,+81:50:33
9730,Supernova,15.45,60,06:48:18,-17:42:08
9731,GRB,20.38,24,21:08:22,+66:49:35
9732,Ruido,17.58,78,21:29:27,-50:57:23
9733,Supernova,21.07,22,21:08:34,-02:24:22
9734,Ruido,20.14,8,22:49:55,-57:42:04
9735,Variable_Star,17.82,91,03:21:27,+79:16:56
9736,Variable_Star,17.02,90,18:50:48,-89:43:56
9737,Variable_Star,14.15,35,22:00:09,-84:57:59
9738,Quasar,13.41,71,00:42:17,+76:52:38
9739,Supernova,20.11,93,07:12:25,-49:00:15
9740,GRB,12.13,99,23:35:11,-32:32:12
9741,Variable_Star,17.77,17,11:31:18,-58:33:00
9742,Variable_Star,16.82,89,02:52:41,-83:11:54
9743,Variable_Star,16.27,92,17:27:55,+38:26:30
9744,Quasar,19.58,5,03:14:37,-38:43:09
9745,Ruido,21.02,72,14:22:12,+00:29:04
9746,GRB,17.28,27,02:59:41,-88:43:09
9747,Quasar,16.36,59,10:20:20,+01:28:35
9748,GRB,19.67,31,07:22:12,-85:59:35
9749,Supernova,16.93,7,07:41:35,+12:47:35
9750,Supernova,20.08,32,09:44:45,-90:11:06
9751,Supernova,19.07,58,22:50:20,-45:09:42
9752,Variable_Star,13.83,71,01:24:11,-68:42:53
9753,Ruido,14.82,68,07:32:29,+24:57:14
9754,Supernova,21.65,43,11:19:08,-78:15:59
9755,Variable_Star,17.15,14,03:58:19,+60:02:44
9756,GRB,13.57,46,22:52:44,+19:11:16
9757,GRB,20.35,24,07:13:12,+47:43:31
9758,Quasar,19.94,79,21:12:18,-82:20:16
9759,Supernova,13.74,32,02:12:28,+13:08:21
9760,Supernova,19.40,55,14:50:23,+61:09:36
9761,GRB,21.31,34,13:50:07,-26:44:20
9762,Ruido,19.81,68,22:09:51,-44:16:03
9763,Ruido,20.47,19,02:09:56,+24:45:46
9764,GRB,17.96,94,15:38:52,+86:12:42
9765,GRB,17.75,44,10:13:13,-67:10:22
9766,Quasar,16.32,65,00:09:29,-48:15:39
9767,GRB,20.89,42,22:54:00,+68:33:39
9768,Ruido,17.35,88,10:38:26,+71:05:40
9769,GRB,14.23,86,11:12:17,-63:14:27
9770,Ruido,16.79,71,07:39:35,+40:35:30
9771,Ruido,16.74,6,09:13:35,-43:40:14
9772,Ruido,17.69,34,09:41:33,-46:11:45
9773,Variable_Star,15.37,0,23:59:29,+34:17:08
9774,Supernova,12.18,74,18:45:12,+63:08:25
9775,Variable_Star,16.12,10,16:07:40,-84:31:21
9776,Ruido,19.65,55,08:18:52,-23:17:52
9777,Quasar,21.78,16,00:15:10,+42:03:56
9778,Quasar,21.07,8,08:21:29,-05:03:37
9779,GRB,12.97,13,12:41:54,-82:03:12
9780,Quasar,16.39,49,19:18:28,+83:18:43
9781,GRB,12.44,78,01:59:41,-61:21:02
9782,Ruido,20.36,10,06:58:12,-16:29:54
9783,Supernova,17.36,97,12:28:24,-90:16:42
9784,Variable_Star,14.32,1,04:22:03,+86:27:02
9785,Ruido,18.21,41,17:16:14,+59:33:13
9786,GRB,21.69,72,22:16:14,+72:47:43
9787,Supernova,20.01,99,00:16:13,-84:28:35
9788,GRB,16.56,5,03:07:40,+09:50:57
9789,Quasar,18.77,51,00:42:28,+43:39:45
9790,Quasar,17.56,56,17:52:21,+35:53:37
9791,Quasar,21.27,10,12:01:33,+11:10:41
9792,Supernova,19.24,53,04:31:12,+36:33:55
9793,GRB,14.99,57,22:17:07,-01:00:59
9794,Quasar,19.02,89,11:37:48,+16:07:50
9795,GRB,18.98,0,20:56:43,-25:08:15
9796,Variable_Star,20.38,81,11:01:06,-78:57:24
9797,GRB,16.63,40,04:19:06,-76:48:43
9798,Quasar,15.96,86,17:32:33,+42:22:29
9799,Variable_Star,19.44,63,17:19:27,+05:49:29
9800,Ruido,20.90,45,00:05:54,-11:17:13
9801,Variable_Star,15.70,4,06:15:26,-68:59:58
9802,Ruido,19.37,36,04:12:06,+53:55:25
9803,Supernova,16.54,24,17:05:07,-55:07:13
9804,GRB,17.71,51,08:07:52,-22:23:08
9805,Quasar,17.16,14,19:11:52,-62:22:05
9806,Supernova,13.67,0,16:25:27,+76:10:33
9807,GRB,15.76,68,06:29:15,+52:49:22
9808,Ruido,14.11,76,19:01:16,+82:49:28
9809,Quasar,21.87,84,22:14:00,+77:56:26
9810,Supernova,20.61,62,22:55:59,+22:12:28
9811,Quasar,21.91,31,06:39:31,-89:28:32
9812,Supernova,16.32,37,18:16:21,+17:11:36
9813,Ruido,13.22,55,01:30:24,+28:27:19
9814,Ruido,12.84,53,03:57:31,-11:12:10
9815,Quasar,14.24,65,12:30:05,+68:16:21
9816,Supernova,20.66,55,20:28:40,-18:30:10
9817,Quasar,13.76,64,03:49:43,+28:57:41
9818,GRB,16.01,90,08:21:07,-89:51:38
9819,GRB,19.42,91,10:59:46,+89:50:14
9820,Ruido,14.42,76,20:02:55,-03:10:45
9821,Supernova,20.43,72,21:01:07,+54:22:28
9822,Quasar,15.88,34,13:28:05,-07:55:04
9823,Supernova,21.25,92,11:35:09,-49:26:12
9824,GRB,21.24,39,22:08:13,+25:02:15
9825,Ruido,20.37,63,05:45:01,+15:19:30
9826,Ruido,19.87,43,17:01:21,+27:29:56
9827,Quasar,19.22,38,00:52:18,-19:48:26
9828,Ruido,16.43,48,21:12:18,+01:27:04
9829,Variable_Star,12.39,40,00:42:11,-08:27:12
9830,Quasar,13.10,70,18:55:25,-65:55:18
9831,Variable_Star,15.33,10,21:57:32,-26:50:45
9832,Ruido,15.54,21,18:52:14,-64:54:57
9833,Supernova,15.73,41,13:11:31,-47:56:26
9834,Ruido,12.88,38,23:31:42,-77:24:40
9835,Ruido,19.77,52,09:27:52,+16:12:45
9836,Quasar,15.51,67,19:41:02,-52:13:13
9837,Ruido,16.75,17,04:08:15,+11:06:47
9838,Supernova,13.89,21,22:48:59,-06:11:26
9839,Supernova,19.90,64,02:37:59,+47:25:40
9840,Quasar,18.47,91,00:23:23,-54:34:31
9841,Variable_Star,13.39,64,06:24:49,-05:22:38
9842,Variable_Star,20.37,84,21:10:37,+07:16:15
9843,Variable_Star,12.33,69,05:50:20,-68:51:43
9844,Variable_Star,12.66,30,00:32:26,+31:47:51
9845,Variable_Star,14.73,22,03:44:03,+87:38:14
9846,Ruido,13.83,51,21:43:32,+12:56:22
9847,Quasar,12.59,24,15:34:18,+78:36:50
9848,Supernova,14.83,64,05:47:54,-07:55:38
9849,Variable_Star,21.16,28,18:31:28,-42:24:11
9850,Quasar,21.79,11,04:53:10,-14:31:44
9851,Ruido,16.63,35,13:50:38,-53:04:25
9852,GRB,17.40,35,18:03:16,-82:49:48
9853,Variable_Star,12.95,21,16:54:11,+56:05:04
9854,Quasar,17.26,60,17:15:03,-73:49:54
9855,Ruido,12.34,99,03:08:31,+01:54:35
9856,Ruido,21.55,41,13:28:30,+52:09:24
9857,Quasar,21.79,52,01:58:02,+29:42:17
9858,Ruido,20.07,12,15:32:09,+21:41:18
9859,GRB,14.05,22,17:59:10,-64:33:38
9860,Ruido,15.58,81,01:20:47,+15:23:45
9861,Ruido,12.63,47,22:47:16,-82:25:48
9862,Supernova,12.47,51,12:11:42,+42:55:41
9863,Quasar,12.74,26,13:43:37,-27:47:57
9864,GRB,15.84,36,21:00:25,-26:56:12
9865,Ruido,21.83,64,10:11:41,+81:42:52
9866,Ruido,16.42,81,08:21:52,+23:53:36
9867,Supernova,14.53,41,05:23:47,+13:16:48
9868,Quasar,18.43,74,05:16:43,+63:43:54
9869,Variable_Star,18.80,62,10:20:03,-48:42:24
9870,GRB,15.47,31,17:36:33,-66:48:57
9871,Quasar,15.90,23,17:23:52,-06:36:09
9872,GRB,16.57,88,02:59:33,+38:25:54
9873,Ruido,18.57,63,04:46:58,-02:30:34
9874,GRB,18.39,38,00:34:46,-48:18:09
9875,GRB,19.74,77,06:57:13,-63:03:13
9876,Ruido,19.78,65,14:33:18,-47:44:04
9877,Supernova,14.27,58,18:16:13,-60:16:47
9878,Quasar,17.20,9,02:38:51,+67:54:49
9879,GRB,12.58,90,07:46:40,+84:23:13
9880,Supernova,18.26,96,08:50:11,+76:37:27
9881,GRB,19.92,75,22:44:15,-86:50:54
9882,Quasar,19.22,81,17:49:51,+20:08:38
9883,Supernova,13.08,1,12:22:38,-07:43:28
9884,Ruido,18.53,10,02:47:53,+64:43:38
9885,GRB,19.58,48,00:38:12,+60:22:01
9886,Ruido,21.83,16,08:15:16,-27:46:38
9887,Quasar,14.36,37,11:53:01,+15:59:49
9888,Variable_Star,20.59,56,02:59:19,+17:00:58
9889,Ruido,20.47,34,19:32:19,+87:53:35
9890,Supernova,14.38,36,21:14:35,-40:42:28
9891,Supernova,14.98,48,03:46:20,+35:53:19
9892,GRB,16.88,33,23:17:10,-32:06:43
9893,Ruido,12.93,62,05:20:51,+17:15:05
9894,GRB,17.38,81,16:50:06,-62:59:52
9895,Variable_Star,18.88,78,19:42:15,-62:41:32
9896,Supernova,12.21,66,01:40:44,+34:54:05
9897,Variable_Star,17.10,35,15:42:53,-11:22:44
9898,Variable_Star,17.40,73,10:02:25,-55:51:07
9899,Variable_Star,12.16,82,00:21:50,+29:25:30
9900,Variable_Star,13.21,42,12:40:55,+65:18:38
9901,Ruido,19.49,1,11:17:33,-50:43:35
9902,Ruido,21.21,45,18:22:28,+15:23:49
9903,Variable_Star,12.56,25,22:28:22,-26:58:02
9904,Supernova,20.44,35,22:36:06,+79:05:23
9905,Variable_Star,15.24,11,02:58:02,+08:44:25
9906,GRB,15.20,81,20:44:51,-72:40:20
9907,Variable_Star,12.36,31,12:19:09,+68:14:45
9908,Quasar,13.89,86,08:41:10,-03:47:08
9909,Variable_Star,15.35,88,22:21:12,+45:12:56
9910,Ruido,15.04,63,22:47:39,-42:18:59
9911,Variable_Star,13.91,23,04:10:25,-84:32:06
9912,Supernova,12.32,90,08:33:13,-47:30:35
9913,Variable_Star,14.56,79,09:52:05,-89:49:52
9914,Ruido,12.99,19,15:31:22,+70:42:33
9915,Supernova,19.41,9,10:57:07,-33:18:40
9916,Variable_Star,17.54,18,03:59:26,+76:22:19
9917,GRB,15.90,15,21:03:14,-76:43:46
9918,Variable_Star,18.08,48,00:55:13,-71:20:10
9919,Supernova,18.58,49,22:12:02,-72:20:02
9920,Variable_Star,14.65,41,20:16:48,-88:10:51
9921,Supernova,14.55,58,00:43:11,+01:43:06
9922,Ruido,20.42,45,21:04:06,-21:59:18
9923,Variable_Star,12.98,66,11:38:55,+67:30:12
9924,Ruido,17.17,38,12:46:37,-68:48:21
9925,Supernova,15.21,8,10:02:55,+67:56:00
9926,Quasar,15.34,100,07:45:05,+82:13:44
9927,Quasar,12.93,24,02:46:45,-07:18:32
9928,GRB,16.33,35,10:44:40,+05:10:43
9929,Variable_Star,12.51,67,10:02:59,-09:20:45
9930,Variable_Star,14.99,98,06:11:04,+04:16:50
9931,Supernova,19.39,15,19:50:35,-60:17:19
9932,Quasar,20.16,51,13:16:33,-51:43:35
9933,Supernova,13.85,94,23:44:13,+82:01:24
9934,GRB,17.47,69,20:49:25,-86:39:15
9935,Ruido,20.26,55,22:39:21,-11:13:38
9936,GRB,16.43,37,14:39:33,+04:38:17
9937,Ruido,18.00,31,04:37:51,+65:30:41
9938,Supernova,17.26,34,13:07:10,-72:04:50
9939,Variable_Star,17.15,5,02:30:29,-06:06:09
9940,GRB,18.38,81,07:23:24,+21:34:02
9941,Variable_Star,16.30,54,03:43:03,+00:16:11
9942,Ruido,15.74,26,12:50:46,+11:56:17
9943,GRB,16.16,41,05:26:02,-85:45:26
9944,Variable_Star,15.72,1,11:50:26,-90:00:09
9945,GRB,17.14,43,06:11:48,+05:41:38
9946,Supernova,14.63,59,14:19:00,-87:33:26
9947,GRB,17.81,20,12:00:34,+03:28:25
9948,Quasar,16.79,43,02:32:56,+09:48:07
9949,Supernova,15.34,83,00:38:05,+16:15:25
9950,Variable_Star,14.73,98,01:20:33,-47:50:33
9951,Quasar,15.70,4,05:19:31,+28:27:03
9952,Ruido,12.05,87,17:21:12,+10:21:50
9953,Ruido,21.54,10,01:33:22,-83:35:42
9954,Variable_Star,20.38,56,03:39:55,-55:53:15
9955,Ruido,17.44,72,18:08:43,+27:52:05
9956,Quasar,16.34,45,16:05:24,+55:09:57
9957,GRB,13.97,55,21:47:23,-08:56:02
9958,Supernova,13.49,93,15:52:28,-23:39:36
9959,GRB,15.10,49,04:10:55,+22:52:00
9960,GRB,18.88,16,23:52:21,+04:46:08
9961,Quasar,14.29,9,22:37:14,+66:16:06
9962,Supernova,18.49,77,22:44:04,-12:55:15
9963,Supernova,17.53,13,08:34:48,+04:33:41
9964,Quasar,12.89,46,00:00:41,-67:57:18
9965,Supernova,20.23,58,11:09:13,-42:06:58
9966,Supernova,17.50,91,14:54:27,+41:16:02
9967,Variable_Star,20.00,60,05:41:41,+34:43:41
9968,Supernova,20.50,64,16:13:27,-43:43:37
9969,Variable_Star,21.91,74,11:20:17,-23:56:11
9970,Quasar,18.67,47,20:12:16,-07:26:57
9971,GRB,13.32,67,20:30:31,-04:11:45
9972,Quasar,16.52,48,13:56:28,-36:25:48
9973,Variable_Star,19.96,75,18:37:24,-45:29:37
9974,Variable_Star,21.57,6,11:06:11,-64:56:42
9975,Ruido,16.30,90,10:22:20,+70:56:17
9976,Supernova,14.43,72,04:49:30,+74:36:08
9977,Supernova,20.68,63,22:23:35,-88:51:41
9978,Supernova,12.07,64,21:40:04,+55:05:26
9979,GRB,21.87,39,10:20:37,-62:30:27
9980,Ruido,16.28,7,19:45:56,-13:42:20
9981,GRB,19.14,19,16:55:12,-27:50:52
9982,Variable_Star,18.51,98,20:48:57,-44:15:18
9983,Quasar,16.11,83,08:04:15,-13:52:00
9984,Supernova,15.12,71,17:19:25,+73:01:20
9985,GRB,15.83,18,23:48:50,+83:40:38
9986,Quasar,21.35,90,05:49:18,-82:10:22
9987,Supernova,18.04,26,07:58:34,-89:41:54
9988,Variable_Star,17.97,94,18:42:18,+81:41:07
9989,Ruido,18.59,80,10:34:44,-33:48:33
9990,Ruido,20.57,74,00:09:20,-41:27:18
9991,Quasar,16.65,0,18:53:36,+33:39:18
9992,GRB,18.08,0,02:23:40,+76:49:14
9993,Ruido,13.47,5,05:46:54,+81:46:04
9994,Supernova,12.54,53,14:54:59,+20:39:53
9995,Supernova,15.39,54,12:20:08,+06:27:32
9996,Supernova,15.89,37,10:02:30,+01:16:17
9997,Variable_Star,14.20,6,11:30:07,-86:06:01
9998,GRB,19.24,68,21:56:01,-11:27:21
9999,Variable_Star,22.00,83,03:12:12,+00:39:15
10000,GRB,13.65,53,07:35:44,-23:04:15
10001,Variable_Star,13.03,37,12:07:05,-54:01:02
10002,Supernova,16.63,50,13:03:29,-18:11:42
10003,Ruido,18.85,36,21:42:31,-17:00:06
10004,GRB,15.76,19,09:52:17,+51:23:24
10005,Quasar,17.96,43,22:49:53,-16:23:57
10006,Quasar,20.01,13,14:25:49,+85:17:31
10007,Variable_Star,19.05,52,14:51:53,+53:16:46
10008,GRB,12.67,16,12:56:45,+78:51:34
10009,Quasar,14.82,98,18:11:46,+75:48:11
10010,Ruido,19.87,49,06:17:11,+50:53:03
10011,Ruido,18.88,33,10:46:24,+20:16:21
10012,Supernova,14.18,22,22:03:29,+76:50:41
10013,Ruido,19.59,51,21:29:17,-22:45:34
